classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,371.15734672546387,training_complete,2026-05-12T13:28:32.121734
810,211,599,0,0.26049382716049385,0.0,0.7395061728395061,85.99817252159119,evaluation_complete,2026-05-12T13:29:58.130884
