speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
1,10,40,2.1366450786590576,training_complete,2026-05-12T10:49:13.283506
10,10,0,0,1.0,0.0,0.0,1.9780528545379639,evaluation_complete,2026-05-12T10:49:15.264535
