stage,timestamp,speakers,training_samples,feature_dimension,training_time_seconds,total,correct,incorrect,notmatched,accuracy,fnmr,fmr,evaluation_time_seconds
training_complete,2026-05-12T16:07:11.988700,100,823,40,98.84899830818176,,,,,,,,
evaluation_complete,2026-05-12T16:08:46.897709,,,,,810,130,680,0,0.16049382716049382,0.0,0.8395061728395061,94.90641927719116
