classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,461.39480471611023,training_complete,2026-05-12T13:10:14.853902
810,244,566,0,0.3012345679012346,0.0,0.6987654320987654,83.92231965065002,evaluation_complete,2026-05-12T13:11:38.786580
