stage,timestamp,n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds,data_split
clustering_complete,2026-05-12T22:17:20.013500,100,823,40,0.04048366860554803,0.4958989893242602,-0.0018402855785630823,93.00847840309143,train
