speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,227.22628617286682,training_complete,2026-05-12T12:29:28.724344
810,211,599,0,0.26049382716049385,0.0,0.7395061728395061,221.99675011634827,evaluation_complete,2026-05-12T12:33:10.817913
