classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,428.75572180747986,training_complete,2026-05-12T12:50:09.364957
810,236,574,0,0.291358024691358,0.0,0.7086419753086419,112.03192377090454,evaluation_complete,2026-05-12T12:52:01.410499
