speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,97.67223262786865,training_complete,2026-05-12T12:03:17.967875
810,211,599,0,0.26049382716049385,0.0,0.7395061728395061,98.95637249946594,evaluation_complete,2026-05-12T12:04:56.929020
