n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds,stage,timestamp
1,10,40,1.0,1.0,0.0,1.5833702087402344,clustering_complete,2026-05-12T10:49:34.059677
