speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,98.8479073047638,training_complete,2026-05-12T10:36:56.648120
810,130,680,0,0.16049382716049382,0.0,0.8395061728395061,99.60712385177612,evaluation_complete,2026-05-12T10:38:36.257347
