speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,102.27530360221863,training_complete,2026-05-12T10:33:40.372396
810,213,597,0,0.26296296296296295,0.0,0.737037037037037,97.37905526161194,evaluation_complete,2026-05-12T10:35:17.754506
