speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
1,10,40,1.7743408679962158,training_complete,2026-05-12T10:49:17.052197
10,10,0,0,1.0,0.0,0.0,1.7162981033325195,evaluation_complete,2026-05-12T10:49:18.771026
