stage,timestamp,speakers,training_samples,feature_dimension,training_time_seconds,total,correct,incorrect,notmatched,accuracy,fnmr,fmr,evaluation_time_seconds
training_complete,2026-05-12T14:19:02.311718,100,823,40,87.3970787525177,,,,,,,,
evaluation_complete,2026-05-12T14:20:24.537295,,,,,810,213,597,0,0.26296296296296295,0.0,0.737037037037037,82.22016787528992
