classes,training_samples,epochs,training_time_seconds,stage,timestamp
1,10,30,13.548394441604614,training_complete,2026-05-12T12:36:10.269740
10,10,0,0,1.0,0.0,0.0,2.3069679737091064,evaluation_complete,2026-05-12T12:36:12.579527
