stage,timestamp,n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds
clustering_complete,2026-05-12T16:26:04.773955,1,10,40,1.0,1.0,0.0,1.7351388931274414
