stage,timestamp,speakers,training_samples,feature_dimension,training_time_seconds,total,correct,incorrect,notmatched,accuracy,fnmr,fmr,evaluation_time_seconds
training_complete,2026-05-12T16:03:56.659765,100,823,40,100.13401007652283,,,,,,,,
evaluation_complete,2026-05-12T16:05:33.103246,,,,,810,213,597,0,0.26296296296296295,0.0,0.737037037037037,96.43949317932129
