n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds,stage,timestamp
100,823,40,0.04048366860554803,0.4958989893242602,-0.0018402855785630823,87.4609055519104,clustering_complete,2026-05-12T13:13:06.305882
