classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,457.37963485717773,training_complete,2026-05-12T10:46:13.650587
810,241,569,0,0.2975308641975309,0.0,0.7024691358024692,87.6485047340393,evaluation_complete,2026-05-12T10:47:41.305919
