classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,505.3112404346466,training_complete,2026-05-12T12:21:21.087435
810,229,581,0,0.28271604938271605,0.0,0.717283950617284,126.59648299217224,evaluation_complete,2026-05-12T12:23:27.699704
