speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,135.34877514839172,training_complete,2026-05-12T12:14:05.226980
810,213,597,0,0.26296296296296295,0.0,0.737037037037037,263.0072362422943,evaluation_complete,2026-05-12T12:18:28.238574
