n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds,stage,timestamp
100,823,40,0.04048366860554803,0.4958989893242602,-0.0018402855785630823,87.389155626297,clustering_complete,2026-05-12T10:49:09.258420
