speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,83.65234589576721,training_complete,2026-05-12T13:14:33.848945
810,211,599,0,0.26049382716049385,0.0,0.7395061728395061,92.90399408340454,evaluation_complete,2026-05-12T13:16:06.757099
