speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,84.57175731658936,training_complete,2026-05-12T13:20:57.556304
810,130,680,0,0.16049382716049382,0.0,0.8395061728395061,83.39713215827942,evaluation_complete,2026-05-12T13:22:20.957057
