classes,training_samples,epochs,training_time_seconds,stage,timestamp
100,823,30,440.7168209552765,training_complete,2026-05-12T12:32:10.013438
810,236,574,0,0.291358024691358,0.0,0.7086419753086419,107.64691257476807,evaluation_complete,2026-05-12T12:33:57.671944
