stage,timestamp,n_clusters,n_samples,feature_dimension,ari,nmi,silhouette_score,clustering_time_seconds,segment_seconds,source_files,skipped_files,evaluation_note
segment_clustering_complete,2026-05-12T22:29:12.186943,3,2004,40,,,0.06666537987991838,142.7036988735199,5.0,2,1,segment-level clustering without ground-truth labels
