speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,107.06113290786743,training_complete,2026-05-12T13:17:53.831767
810,213,597,0,0.26296296296296295,0.0,0.737037037037037,99.10825896263123,evaluation_complete,2026-05-12T13:19:32.945708
