stage,timestamp,speakers,training_samples,feature_dimension,training_time_seconds,total,correct,incorrect,notmatched,accuracy,fnmr,fmr,evaluation_time_seconds
training_complete,2026-05-12T14:16:00.561093,100,823,40,92.983802318573,,,,,,,,
evaluation_complete,2026-05-12T14:17:34.904916,,,,,810,211,599,0,0.26049382716049385,0.0,0.7395061728395061,94.33925366401672
