speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,197.3073353767395,training_complete,2026-05-12T12:40:30.168756
810,130,680,0,0.16049382716049382,0.0,0.8395061728395061,150.41451120376587,evaluation_complete,2026-05-12T12:43:00.592287
