speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
100,823,40,83.98729872703552,training_complete,2026-05-12T13:01:00.731766
810,130,680,0,0.16049382716049382,0.0,0.8395061728395061,92.70301294326782,evaluation_complete,2026-05-12T13:02:33.444387
