speakers,training_samples,feature_dimension,training_time_seconds,stage,timestamp
1,10,40,1.9149253368377686,training_complete,2026-05-12T12:35:54.893514
10,10,0,0,1.0,0.0,0.0,1.815359354019165,evaluation_complete,2026-05-12T12:35:56.711717
